EmployeeId,RequestId,Skills,MandotaroySkilss,AvlDate,RequestStartDate,AllocationEndDate,PreviousCustomerExperiance,CustomerName,DomainExperiance,ProjectDomain,ProjectKey,NAGP,Rating,IsKeyProject,IsKeyPosition,cost1,cost2
454,479,java-expert+java-intermediate+java-beginner,.net-beginner+ wpf-beginner,12/2/2017 12:00:00 AM,6/20/2016 12:00:00 AM,11/30/2016 12:00:00 AM,lufthansa,aviation solutions,,aviation,see,False,b+,False,False,1000,1000
152,480,java-expert+java-intermediate+java-beginner,.net-beginner+ wpf-beginner,7/18/2016 12:00:00 AM,6/20/2016 12:00:00 AM,11/30/2016 12:00:00 AM,,aviation solutions,,aviation,see,False,b+,False,False,1000,1000
834,762,java-expert+java-intermediate+java-beginner,.net-expert+ sql server-expert,3/4/2017 12:00:00 AM,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,icici,tbx,bfsi,energy & utilities,epf,True,a,False,True,1000,1000
445,598,java-expert+java-intermediate+java-beginner,.net-beginner+ wpf-beginner,6/2/2017 12:00:00 AM,1/1/2016 12:00:00 AM,2/10/2018 12:00:00 AM,lufthansa,aviation solutions,,,mfr,False,b+,True,False,1000,1000
506,599,java-expert+java-intermediate+java-beginner,.net-beginner+ wpf-beginner,2/2/2017 12:00:00 AM,1/1/2016 12:00:00 AM,2/10/2018 12:00:00 AM,lufthansa,aviation solutions,aviation,,mfr,False,b+,True,False,1000,1000
760,832,java-expert+java-intermediate+java-beginner,.net-expert+ sql server-expert,12/2/2017 12:00:00 AM,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,ifs bank,tbx,bfsi,energy & utilities,epf,True,a,False,False,1000,1000
258,684,java-expert+java-intermediate+java-beginner,java-intermediate+ mongodb-intermediate,3/4/2017 12:00:00 AM,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,netent,nagarro,gaming,,sne,True,a,False,False,1000,1000
783,689,java-expert+java-intermediate+java-beginner,java-beginner+ mongodb-beginner,12/2/2017 12:00:00 AM,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,ifs bank,nagarro,bfsi,,sne,True,a+,False,False,1000,1000
242,691,java-expert+java-intermediate+java-beginner,java-beginner+ mongodb-beginner,12/2/2017 12:00:00 AM,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,netent,nagarro,gaming,,sne,True,a,False,False,1000,1000
142,694,java-expert+java-intermediate+java-beginner,java-beginner+ mongodb-beginner,12/2/2017 12:00:00 AM,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,,nagarro,ecommerce,,sne,False,b+,False,False,1000,1000
233,696,java-expert+java-intermediate+java-beginner,java-beginner+ mongodb-beginner,12/31/2016 12:00:00 AM,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,netent,nagarro,gaming,,sne,True,a,False,False,1000,1000
803,698,java-expert+java-intermediate+java-beginner,java-intermediate+ mongodb-intermediate,6/2/2017 12:00:00 AM,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,lufthansa,nagarro,,,sne,False,b+,False,False,1000,1000
825,781,java-expert+java-intermediate+java-beginner,java-expert+ mongodb-expert,12/2/2017 12:00:00 AM,10/1/2016 12:00:00 AM,4/1/2017 12:00:00 AM,ifs bank,nagarro,bfsi,,san,True,a,False,True,1000,1000
1133,782,java-intermediate+java-beginner,java-expert+ mongodb-expert,6/2/2017 12:00:00 AM,10/1/2016 12:00:00 AM,4/1/2017 12:00:00 AM,bmw,nagarro,bfsi,,san,False,a,False,True,1000,1000
406,609,.net-intermediate+ wpf-intermediate+.net-beginner+ wpf-beginner,.net-intermediate+ wpf-intermediate,10/1/2016 12:00:00 AM,12/1/2016 12:00:00 AM,2/10/2018 12:00:00 AM,aviation solutions,aviation solutions,public sector,,mfr,False,a,True,False,894,894
1356,610,.net-intermediate+ wpf-intermediate+.net-beginner+ wpf-beginner,.net-intermediate+ wpf-intermediate,10/1/2016 12:00:00 AM,12/1/2016 12:00:00 AM,2/10/2018 12:00:00 AM,netenvironment,aviation solutions,gaming,,mfr,True,a,True,False,889,889
762,769,.net-intermediate+ wpf-intermediate+.net-beginner+ wpf-beginner,.net-intermediate+ wpf-intermediate,7/16/2016 12:00:00 AM,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,netenvironment,tbx,,energy & utilities,epf,False,b+,False,True,898,898
732,779,.net-intermediate+ wpf-intermediate+.net-beginner+ wpf-beginner,.net-intermediate+ wpf-intermediate,7/16/2016 12:00:00 AM,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,netenvironment,tbx,,energy & utilities,epf,False,a,False,False,933,933
1669,722,java-intermediate+ mongodb-intermediate+java-beginner+ mongodb-beginner,java-beginner+ mongodb-beginner,10/1/2016 12:00:00 AM,1/1/2017 12:00:00 AM,7/15/2017 12:00:00 AM,customer analytics,nagarro,gaming,,sne,False,b+,False,False,910,910
1628,729,java-intermediate+ mongodb-intermediate+java-beginner+ mongodb-beginner,java-intermediate+ mongodb-intermediate,10/1/2016 12:00:00 AM,3/1/2017 12:00:00 AM,7/15/2017 12:00:00 AM,customer analytics,nagarro,,,sne,False,b+,False,False,886,886
1015,615,.net-intermediate+ wpf-intermediate+.net-beginner+ wpf-beginner,.net-intermediate+ wpf-intermediate,10/1/2016 12:00:00 AM,12/1/2016 12:00:00 AM,2/10/2018 12:00:00 AM,,aviation solutions,,,mfr,True,a+,True,False,869,869
1607,119,android-intermediate+android-beginner,android-intermediate,10/1/2016 12:00:00 AM,11/1/2016 12:00:00 AM,3/1/2017 12:00:00 AM,shopperstop,ge,ecommerce,industrial automation,inf,False,b+,True,False,876,876
3300,291,.net-beginner+ sharepoint-beginner,.net-beginner+ sharepoint-beginner,10/1/2016 12:00:00 AM,1/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,netenvironment,sne,,,wms,False,a+,False,False,883,883
450,322,.net-beginner+ sharepoint-beginner,.net-beginner+ sharepoint-beginner,10/1/2016 12:00:00 AM,1/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,aviation solutions,sne,,,wms,True,a+,False,False,863,863
2483,323,.net-beginner+ sharepoint-beginner,.net-beginner+ sharepoint-beginner,10/1/2016 12:00:00 AM,1/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,aviation solutions,sne,,,wms,True,a+,False,False,863,863
3883,324,.net-beginner+ sharepoint-beginner,.net-beginner+ sharepoint-beginner,10/1/2016 12:00:00 AM,1/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,tbx,sne,,,wms,True,a,False,False,858,858
2047,292,.net-beginner+ sharepoint-beginner,.net-beginner+ sharepoint-beginner,12/2/2016 12:00:00 AM,1/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,sne,sne,,,wms,False,b+,False,False,888,888
2716,851,.net-beginner+ sharepoint-beginner,.net-beginner+ sharepoint-beginner,10/1/2016 12:00:00 AM,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,,tbx,,energy & utilities,epf,False,a,False,False,1000,1000
625,768,.net-expert+ sharepoint-expert+.net-intermediate+.net-beginner+ sharepoint-intermediate+ sharepoint-beginner,.net-intermediate+ sharepoint-intermediate,7/16/2016 12:00:00 AM,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,blackbaud,tbx,media & entertainment,energy & utilities,epf,False,a,False,True,898,898
730,327,.net-expert+ sharepoint-expert+.net-intermediate+.net-beginner+ sharepoint-intermediate+ sharepoint-beginner,.net-intermediate+ sharepoint-intermediate,1/1/2017 12:00:00 AM,1/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,,sne,energy & utilities,,wms,True,a,False,False,903,903
790,864,.net-expert+ wpf-expert+.net-intermediate+.net-beginner+ wpf-intermediate+ wpf-beginner,.net-expert+ wpf-expert,7/16/2016 12:00:00 AM,9/1/2016 12:00:00 AM,11/30/2016 12:00:00 AM,,blackbaud,public sector,ecommerce,aut,False,b,False,True,854,854
1769,330,.net-intermediate+ sharepoint-intermediate+.net-beginner+ sharepoint-beginner,.net-intermediate+ sharepoint-intermediate,4/2/2017 12:00:00 AM,7/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,sne,sne,,,wms,False,b,False,False,863,863
1875,329,.net-intermediate+ sharepoint-intermediate+.net-beginner+ sharepoint-beginner,.net-intermediate+ sharepoint-intermediate,4/2/2017 12:00:00 AM,7/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,sne,sne,public sector,,wms,False,b,False,False,883,883
1574,328,.net-intermediate+ sharepoint-intermediate+.net-beginner+ sharepoint-beginner,.net-intermediate+ sharepoint-intermediate,4/2/2017 12:00:00 AM,7/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,sne,sne,public sector,,wms,False,a,False,False,878,878
3689,290,.net-beginner+ sharepoint-beginner,.net-beginner+ sharepoint-beginner,12/2/2016 12:00:00 AM,1/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,,sne,,,wms,False,a+,False,False,878,878
2569,293,.net-beginner+ sharepoint-beginner,.net-beginner+ sharepoint-beginner,12/2/2016 12:00:00 AM,1/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,sne,sne,,,wms,False,b,False,False,883,883
2639,321,.net-beginner+ sharepoint-beginner,.net-beginner+ sharepoint-beginner,12/2/2016 12:00:00 AM,1/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,sne,sne,,,wms,False,a,False,False,873,873
2847,319,.net-beginner+ sharepoint-beginner,.net-beginner+ sharepoint-beginner,12/2/2016 12:00:00 AM,1/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,sne,sne,,,wms,False,b+,False,False,878,878
3192,771,.net-beginner+ sharepoint-beginner,.net-intermediate+ sharepoint-intermediate,12/2/2017 12:00:00 AM,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,sne,tbx,,energy & utilities,epf,False,b+,False,False,1000,1000
3978,780,.net-beginner+ sharepoint-beginner,.net-intermediate+ sharepoint-intermediate,1/2/2018 12:00:00 AM,8/1/2016 12:00:00 AM,12/31/2016 12:00:00 AM,ge,tbx,,energy & utilities,epf,False,b,False,False,1000,1000
2082,833,.net-beginner+ sharepoint-beginner,.net-intermediate+ sharepoint-beginner,12/2/2016 12:00:00 AM,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,sne,tbx,,energy & utilities,epf,False,b+,False,False,1000,1000
2761,784,.net-beginner+ sharepoint-beginner,java-beginner+ mongodb-beginner,1/2/2018 12:00:00 AM,10/1/2016 12:00:00 AM,4/1/2017 12:00:00 AM,ge,nagarro,media & entertainment,,san,False,b+,False,False,1000,1000
2666,834,.net-beginner+ sharepoint-beginner,.net-intermediate+ sharepoint-beginner,1/2/2018 12:00:00 AM,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,ge,tbx,,energy & utilities,epf,False,b+,False,False,1000,1000
2991,835,.net-beginner+ sharepoint-beginner,.net-intermediate+ sharepoint-beginner,1/2/2018 12:00:00 AM,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,ge,tbx,publishing,energy & utilities,epf,False,b+,False,False,1000,1000
2672,852,.net-beginner+ sharepoint-beginner,.net-beginner+ sharepoint-beginner,1/2/2018 12:00:00 AM,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,ge,tbx,,energy & utilities,epf,False,a,False,False,1000,1000
3785,716,.net-beginner+ sharepoint-beginner,java-beginner+ mongodb-beginner,1/2/2018 12:00:00 AM,1/1/2017 12:00:00 AM,7/15/2017 12:00:00 AM,ge,nagarro,,,sne,False,b,False,False,1000,1000
3790,720,.net-beginner+ sharepoint-beginner,java-beginner+ mongodb-beginner,4/2/2017 12:00:00 AM,1/1/2017 12:00:00 AM,7/15/2017 12:00:00 AM,,nagarro,,,sne,False,b+,False,False,1000,1000
3969,853,.net-beginner+ sharepoint-beginner,.net-beginner+ sharepoint-beginner,12/2/2017 12:00:00 AM,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,,tbx,,energy & utilities,epf,True,a,False,False,1000,1000
3759,788,.net-beginner+ sharepoint-beginner,java-beginner+ mongodb-beginner,12/2/2017 12:00:00 AM,10/1/2016 12:00:00 AM,4/1/2017 12:00:00 AM,netenvironment,nagarro,,,san,False,b+,False,False,1000,1000
2830,846,.net-beginner+ mongodb-beginner,.net-beginner+ wpf-beginner,9/2/2017 12:00:00 AM,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,netenvironment,tbx,,energy & utilities,epf,False,b+,False,False,1000,1000
3092,823,.net-beginner+ mongodb-beginner,.net-intermediate+ wpf-intermediate,9/2/2017 12:00:00 AM,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,netenvironment,tbx,,energy & utilities,epf,False,b+,False,False,1000,1000
2449,773,.net-beginner+ mongodb-beginner,.net-intermediate+ wpf-intermediate,9/2/2017 12:00:00 AM,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,netenvironment,tbx,publishing,energy & utilities,epf,False,b,False,False,1000,1000
3349,776,.net-beginner+ mongodb-beginner,.net-intermediate+ wpf-intermediate,9/2/2017 12:00:00 AM,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,netenvironment,tbx,media & entertainment,energy & utilities,epf,False,b,False,False,1000,1000
2183,792,.net-beginner+ mongodb-beginner,.net-intermediate+ wpf-intermediate,9/2/2017 12:00:00 AM,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,netenvironment,tbx,publishing,energy & utilities,epf,True,a,False,False,1000,1000
2017,794,.net-beginner+ mongodb-beginner,.net-intermediate+ wpf-intermediate,9/2/2017 12:00:00 AM,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,netenvironment,tbx,media & entertainment,energy & utilities,epf,False,a,False,False,1000,1000
2019,796,.net-beginner+ mongodb-beginner,.net-intermediate+ wpf-intermediate,9/2/2017 12:00:00 AM,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,netenvironment,tbx,,energy & utilities,epf,False,b+,False,False,1000,1000
2809,819,.net-beginner+ mongodb-beginner,.net-intermediate+ wpf-intermediate,9/2/2017 12:00:00 AM,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,netenvironment,tbx,,energy & utilities,epf,False,b+,False,False,1000,1000
2155,821,.net-beginner+ mongodb-beginner,.net-intermediate+ wpf-intermediate,9/2/2017 12:00:00 AM,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,netenvironment,tbx,energy & utilities,energy & utilities,epf,False,b+,False,False,1000,1000
2969,708,.net-beginner+ mongodb-beginner,java-intermediate+ mongodb-intermediate,9/2/2017 12:00:00 AM,1/1/2017 12:00:00 AM,7/15/2017 12:00:00 AM,netenvironment,nagarro,,,sne,False,b+,False,False,1000,1000
3211,770,.net-beginner+ mongodb-beginner,.net-expert+ sharepoint-expert,10/1/2016 12:00:00 AM,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,netenvironment,tbx,,energy & utilities,epf,True,a+,False,True,1000,1000
3901,764,.net-beginner+ mongodb-beginner,.net-expert+ wpf-expert,10/1/2016 12:00:00 AM,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,netenvironment,tbx,,energy & utilities,epf,False,a+,False,True,1000,1000
2831,763,.net-beginner+ mongodb-beginner,.net-expert+ sharepoint-expert,1/2/2018 12:00:00 AM,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,netenvironment,tbx,,energy & utilities,epf,False,a,False,True,1000,1000
2228,8,.net-beginner+ mongodb-beginner,android-expert,1/2/2018 12:00:00 AM,5/1/2016 12:00:00 AM,1/1/2017 12:00:00 AM,ecova,ifs bank,energy & utilities,bfsi,onb,False,b,True,False,1000,1000
2929,31,.net-beginner+ mongodb-beginner,.net-intermediate+ sharepoint-beginner,1/2/2018 12:00:00 AM,1/1/2016 12:00:00 AM,4/1/2017 12:00:00 AM,,sne,,,uid,False,b,False,False,1000,1000
