715,java-expert+java-intermediate+java-beginner,4/2/2018 12:00:00 AM,lufthansa,java-expert+ mongodb-expert,aviation,,nagarro,677,sne,s98,7/15/2016 12:00:00 AM,8/31/2016 12:00:00 AM,13,1000,1000
229,java-expert+java-intermediate+java-beginner,1/1/2017 12:00:00 AM,netent,java-expert+ mongodb-expert,gaming,,nagarro,678,sne,s98,7/15/2016 12:00:00 AM,8/31/2016 12:00:00 AM,14,1000,1000
153,java-expert+java-intermediate+java-beginner,1/1/2017 12:00:00 AM,,.net-expert+ azure-expert,,,aviation solutions,154,mfr,multi-facility reporting,7/10/2016 12:00:00 AM,2/10/2018 12:00:00 AM,16,1000,1000
255,java-expert+java-intermediate+java-beginner,4/1/2017 12:00:00 AM,netent,android-intermediate,gaming,gaming,nagarro,276,rmc,rmc,6/1/2016 12:00:00 AM,12/1/2016 12:00:00 AM,17,1000,1000
710,java-expert+java-intermediate+java-beginner,4/2/2018 12:00:00 AM,lufthansa,.net-intermediate+ sharepoint-beginner,aviation,,aviation solutions,427,cdm,customer document management,6/15/2016 12:00:00 AM,9/30/2016 12:00:00 AM,32,1000,1000
454,java-expert+java-intermediate+java-beginner,12/2/2017 12:00:00 AM,lufthansa,.net-beginner+ wpf-beginner,,aviation,aviation solutions,479,see,secure entry,6/20/2016 12:00:00 AM,11/30/2016 12:00:00 AM,34,1000,1000
152,java-expert+java-intermediate+java-beginner,7/18/2016 12:00:00 AM,,.net-beginner+ wpf-beginner,,aviation,aviation solutions,480,see,secure entry,6/20/2016 12:00:00 AM,11/30/2016 12:00:00 AM,35,1000,1000
834,java-expert+java-intermediate+java-beginner,3/4/2017 12:00:00 AM,icici,.net-expert+ sql server-expert,bfsi,energy & utilities,tbx,762,epf,efpr,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,36,1000,1000
445,java-expert+java-intermediate+java-beginner,6/2/2017 12:00:00 AM,lufthansa,.net-beginner+ wpf-beginner,,,aviation solutions,598,mfr,multi-facility reporting,1/1/2016 12:00:00 AM,2/10/2018 12:00:00 AM,37,1000,1000
506,java-expert+java-intermediate+java-beginner,2/2/2017 12:00:00 AM,lufthansa,.net-beginner+ wpf-beginner,aviation,,aviation solutions,599,mfr,multi-facility reporting,1/1/2016 12:00:00 AM,2/10/2018 12:00:00 AM,38,1000,1000
760,java-expert+java-intermediate+java-beginner,12/2/2017 12:00:00 AM,ifs bank,.net-expert+ sql server-expert,bfsi,energy & utilities,tbx,832,epf,efpr,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,39,1000,1000
258,java-expert+java-intermediate+java-beginner,3/4/2017 12:00:00 AM,netent,java-intermediate+ mongodb-intermediate,gaming,,nagarro,684,sne,s98,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,43,1000,1000
783,java-expert+java-intermediate+java-beginner,12/2/2017 12:00:00 AM,ifs bank,java-beginner+ mongodb-beginner,bfsi,,nagarro,689,sne,s98,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,44,1000,1000
242,java-expert+java-intermediate+java-beginner,12/2/2017 12:00:00 AM,netent,java-beginner+ mongodb-beginner,gaming,,nagarro,691,sne,s98,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,45,1000,1000
142,java-expert+java-intermediate+java-beginner,12/2/2017 12:00:00 AM,,java-beginner+ mongodb-beginner,ecommerce,,nagarro,694,sne,s98,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,46,1000,1000
233,java-expert+java-intermediate+java-beginner,12/31/2016 12:00:00 AM,netent,java-beginner+ mongodb-beginner,gaming,,nagarro,696,sne,s98,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,47,1000,1000
803,java-expert+java-intermediate+java-beginner,6/2/2017 12:00:00 AM,lufthansa,java-intermediate+ mongodb-intermediate,,,nagarro,698,sne,s98,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,48,1000,1000
825,java-expert+java-intermediate+java-beginner,12/2/2017 12:00:00 AM,ifs bank,java-expert+ mongodb-expert,bfsi,,nagarro,781,san,sana,10/1/2016 12:00:00 AM,4/1/2017 12:00:00 AM,58,1000,1000
1133,java-intermediate+java-beginner,6/2/2017 12:00:00 AM,bmw,java-expert+ mongodb-expert,bfsi,,nagarro,782,san,sana,10/1/2016 12:00:00 AM,4/1/2017 12:00:00 AM,59,1000,1000
406,.net-intermediate+ wpf-intermediate+.net-beginner+ wpf-beginner,10/1/2016 12:00:00 AM,aviation solutions,.net-intermediate+ wpf-intermediate,public sector,,aviation solutions,609,mfr,multi-facility reporting,12/1/2016 12:00:00 AM,2/10/2018 12:00:00 AM,40,894,894
1356,.net-intermediate+ wpf-intermediate+.net-beginner+ wpf-beginner,10/1/2016 12:00:00 AM,netenvironment,.net-intermediate+ wpf-intermediate,gaming,,aviation solutions,610,mfr,multi-facility reporting,12/1/2016 12:00:00 AM,2/10/2018 12:00:00 AM,41,889,889
762,.net-intermediate+ wpf-intermediate+.net-beginner+ wpf-beginner,7/16/2016 12:00:00 AM,netenvironment,.net-intermediate+ wpf-intermediate,,energy & utilities,tbx,769,epf,efpr,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,54,898,898
732,.net-intermediate+ wpf-intermediate+.net-beginner+ wpf-beginner,7/16/2016 12:00:00 AM,netenvironment,.net-intermediate+ wpf-intermediate,,energy & utilities,tbx,779,epf,efpr,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,57,933,933
1669,java-intermediate+ mongodb-intermediate+java-beginner+ mongodb-beginner,10/1/2016 12:00:00 AM,customer analytics,java-beginner+ mongodb-beginner,gaming,,nagarro,722,sne,s98,1/1/2017 12:00:00 AM,7/15/2017 12:00:00 AM,78,910,910
1628,java-intermediate+ mongodb-intermediate+java-beginner+ mongodb-beginner,10/1/2016 12:00:00 AM,customer analytics,java-intermediate+ mongodb-intermediate,,,nagarro,729,sne,s98,3/1/2017 12:00:00 AM,7/15/2017 12:00:00 AM,52,886,886
1015,.net-intermediate+ wpf-intermediate+.net-beginner+ wpf-beginner,10/1/2016 12:00:00 AM,,.net-intermediate+ wpf-intermediate,,,aviation solutions,615,mfr,multi-facility reporting,12/1/2016 12:00:00 AM,2/10/2018 12:00:00 AM,42,869,869
1607,android-intermediate+android-beginner,10/1/2016 12:00:00 AM,shopperstop,android-intermediate,ecommerce,industrial automation,ge,119,inf,informatics,11/1/2016 12:00:00 AM,3/1/2017 12:00:00 AM,15,876,876
3300,.net-beginner+ sharepoint-beginner,10/1/2016 12:00:00 AM,netenvironment,.net-beginner+ sharepoint-beginner,,,sne,291,wms,wms,1/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,19,883,883
450,.net-beginner+ sharepoint-beginner,10/1/2016 12:00:00 AM,aviation solutions,.net-beginner+ sharepoint-beginner,,,sne,322,wms,wms,1/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,24,863,863
2483,.net-beginner+ sharepoint-beginner,10/1/2016 12:00:00 AM,aviation solutions,.net-beginner+ sharepoint-beginner,,,sne,323,wms,wms,1/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,25,863,863
3883,.net-beginner+ sharepoint-beginner,10/1/2016 12:00:00 AM,tbx,.net-beginner+ sharepoint-beginner,,,sne,324,wms,wms,1/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,26,858,858
2047,.net-beginner+ sharepoint-beginner,12/2/2016 12:00:00 AM,sne,.net-beginner+ sharepoint-beginner,,,sne,292,wms,wms,1/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,20,888,888
2716,.net-beginner+ sharepoint-beginner,10/1/2016 12:00:00 AM,,.net-beginner+ sharepoint-beginner,,energy & utilities,tbx,851,epf,efpr,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,69,1000,1000
625,.net-expert+ sharepoint-expert+.net-intermediate+.net-beginner+ sharepoint-intermediate+ sharepoint-beginner,7/16/2016 12:00:00 AM,blackbaud,.net-intermediate+ sharepoint-intermediate,media & entertainment,energy & utilities,tbx,768,epf,efpr,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,27,898,898
730,.net-expert+ sharepoint-expert+.net-intermediate+.net-beginner+ sharepoint-intermediate+ sharepoint-beginner,1/1/2017 12:00:00 AM,,.net-intermediate+ sharepoint-intermediate,energy & utilities,,sne,327,wms,wms,1/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,73,903,903
790,.net-expert+ wpf-expert+.net-intermediate+.net-beginner+ wpf-intermediate+ wpf-beginner,7/16/2016 12:00:00 AM,,.net-expert+ wpf-expert,public sector,ecommerce,blackbaud,864,aut,automation,9/1/2016 12:00:00 AM,11/30/2016 12:00:00 AM,72,854,854
1769,.net-intermediate+ sharepoint-intermediate+.net-beginner+ sharepoint-beginner,4/2/2017 12:00:00 AM,sne,.net-intermediate+ sharepoint-intermediate,,,sne,330,wms,wms,7/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,79,863,863
1875,.net-intermediate+ sharepoint-intermediate+.net-beginner+ sharepoint-beginner,4/2/2017 12:00:00 AM,sne,.net-intermediate+ sharepoint-intermediate,public sector,,sne,329,wms,wms,7/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,75,883,883
1574,.net-intermediate+ sharepoint-intermediate+.net-beginner+ sharepoint-beginner,4/2/2017 12:00:00 AM,sne,.net-intermediate+ sharepoint-intermediate,public sector,,sne,328,wms,wms,7/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,74,878,878
3689,.net-beginner+ sharepoint-beginner,12/2/2016 12:00:00 AM,,.net-beginner+ sharepoint-beginner,,,sne,290,wms,wms,1/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,18,878,878
2569,.net-beginner+ sharepoint-beginner,12/2/2016 12:00:00 AM,sne,.net-beginner+ sharepoint-beginner,,,sne,293,wms,wms,1/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,21,883,883
2639,.net-beginner+ sharepoint-beginner,12/2/2016 12:00:00 AM,sne,.net-beginner+ sharepoint-beginner,,,sne,321,wms,wms,1/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,23,873,873
2847,.net-beginner+ sharepoint-beginner,12/2/2016 12:00:00 AM,sne,.net-beginner+ sharepoint-beginner,,,sne,319,wms,wms,1/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,22,878,878
3192,.net-beginner+ sharepoint-beginner,12/2/2017 12:00:00 AM,sne,.net-intermediate+ sharepoint-intermediate,,energy & utilities,tbx,771,epf,efpr,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,28,1000,1000
3978,.net-beginner+ sharepoint-beginner,1/2/2018 12:00:00 AM,ge,.net-intermediate+ sharepoint-intermediate,,energy & utilities,tbx,780,epf,efpr,8/1/2016 12:00:00 AM,12/31/2016 12:00:00 AM,29,1000,1000
2082,.net-beginner+ sharepoint-beginner,12/2/2016 12:00:00 AM,sne,.net-intermediate+ sharepoint-beginner,,energy & utilities,tbx,833,epf,efpr,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,33,1000,1000
2761,.net-beginner+ sharepoint-beginner,1/2/2018 12:00:00 AM,ge,java-beginner+ mongodb-beginner,media & entertainment,,nagarro,784,san,sana,10/1/2016 12:00:00 AM,4/1/2017 12:00:00 AM,50,1000,1000
2666,.net-beginner+ sharepoint-beginner,1/2/2018 12:00:00 AM,ge,.net-intermediate+ sharepoint-beginner,,energy & utilities,tbx,834,epf,efpr,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,66,1000,1000
2991,.net-beginner+ sharepoint-beginner,1/2/2018 12:00:00 AM,ge,.net-intermediate+ sharepoint-beginner,publishing,energy & utilities,tbx,835,epf,efpr,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,67,1000,1000
2672,.net-beginner+ sharepoint-beginner,1/2/2018 12:00:00 AM,ge,.net-beginner+ sharepoint-beginner,,energy & utilities,tbx,852,epf,efpr,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,70,1000,1000
3785,.net-beginner+ sharepoint-beginner,1/2/2018 12:00:00 AM,ge,java-beginner+ mongodb-beginner,,,nagarro,716,sne,s98,1/1/2017 12:00:00 AM,7/15/2017 12:00:00 AM,76,1000,1000
3790,.net-beginner+ sharepoint-beginner,4/2/2017 12:00:00 AM,,java-beginner+ mongodb-beginner,,,nagarro,720,sne,s98,1/1/2017 12:00:00 AM,7/15/2017 12:00:00 AM,77,1000,1000
3969,.net-beginner+ sharepoint-beginner,12/2/2017 12:00:00 AM,,.net-beginner+ sharepoint-beginner,,energy & utilities,tbx,853,epf,efpr,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,71,1000,1000
3759,.net-beginner+ sharepoint-beginner,12/2/2017 12:00:00 AM,netenvironment,java-beginner+ mongodb-beginner,,,nagarro,788,san,sana,10/1/2016 12:00:00 AM,4/1/2017 12:00:00 AM,51,1000,1000
2830,.net-beginner+ mongodb-beginner,9/2/2017 12:00:00 AM,netenvironment,.net-beginner+ wpf-beginner,,energy & utilities,tbx,846,epf,efpr,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,68,1000,1000
3092,.net-beginner+ mongodb-beginner,9/2/2017 12:00:00 AM,netenvironment,.net-intermediate+ wpf-intermediate,,energy & utilities,tbx,823,epf,efpr,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,65,1000,1000
2449,.net-beginner+ mongodb-beginner,9/2/2017 12:00:00 AM,netenvironment,.net-intermediate+ wpf-intermediate,publishing,energy & utilities,tbx,773,epf,efpr,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,55,1000,1000
3349,.net-beginner+ mongodb-beginner,9/2/2017 12:00:00 AM,netenvironment,.net-intermediate+ wpf-intermediate,media & entertainment,energy & utilities,tbx,776,epf,efpr,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,56,1000,1000
2183,.net-beginner+ mongodb-beginner,9/2/2017 12:00:00 AM,netenvironment,.net-intermediate+ wpf-intermediate,publishing,energy & utilities,tbx,792,epf,efpr,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,60,1000,1000
2017,.net-beginner+ mongodb-beginner,9/2/2017 12:00:00 AM,netenvironment,.net-intermediate+ wpf-intermediate,media & entertainment,energy & utilities,tbx,794,epf,efpr,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,61,1000,1000
2019,.net-beginner+ mongodb-beginner,9/2/2017 12:00:00 AM,netenvironment,.net-intermediate+ wpf-intermediate,,energy & utilities,tbx,796,epf,efpr,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,62,1000,1000
2809,.net-beginner+ mongodb-beginner,9/2/2017 12:00:00 AM,netenvironment,.net-intermediate+ wpf-intermediate,,energy & utilities,tbx,819,epf,efpr,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,63,1000,1000
2155,.net-beginner+ mongodb-beginner,9/2/2017 12:00:00 AM,netenvironment,.net-intermediate+ wpf-intermediate,energy & utilities,energy & utilities,tbx,821,epf,efpr,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,64,1000,1000
2969,.net-beginner+ mongodb-beginner,9/2/2017 12:00:00 AM,netenvironment,java-intermediate+ mongodb-intermediate,,,nagarro,708,sne,s98,1/1/2017 12:00:00 AM,7/15/2017 12:00:00 AM,49,1000,1000
3211,.net-beginner+ mongodb-beginner,10/1/2016 12:00:00 AM,netenvironment,.net-expert+ sharepoint-expert,,energy & utilities,tbx,770,epf,efpr,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,53,1000,1000
3901,.net-beginner+ mongodb-beginner,10/1/2016 12:00:00 AM,netenvironment,.net-expert+ wpf-expert,,energy & utilities,tbx,764,epf,efpr,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,30,1000,1000
2831,.net-beginner+ mongodb-beginner,1/2/2018 12:00:00 AM,netenvironment,.net-expert+ sharepoint-expert,,energy & utilities,tbx,763,epf,efpr,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,31,1000,1000
2228,.net-beginner+ mongodb-beginner,1/2/2018 12:00:00 AM,ecova,android-expert,energy & utilities,bfsi,ifs bank,8,onb,online banking,5/1/2016 12:00:00 AM,1/1/2017 12:00:00 AM,1,1000,1000
2929,.net-beginner+ mongodb-beginner,1/2/2018 12:00:00 AM,,.net-intermediate+ sharepoint-beginner,,,sne,31,uid,ui re-design,1/1/2016 12:00:00 AM,4/1/2017 12:00:00 AM,2,1000,1000
