1572,java-intermediate+java-beginner,6/28/2016 12:00:00 AM,java-beginner,584,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,199,0,870
1116,java-intermediate+java-beginner,4/15/2016 12:00:00 AM,java-beginner,48,FCI,Mobility solutions for fast check in,6/20/2016 12:00:00 AM,9/15/2016 12:00:00 AM,46,0,870
1956,java-intermediate+java-beginner,6/17/2016 12:00:00 AM,java-intermediate,501,RCI,Real-time check in,7/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,500,0,855
1537,java-intermediate+java-beginner,7/1/2016 12:00:00 AM,java-beginner,585,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,200,0,870
1152,java-intermediate+java-beginner,4/8/2016 12:00:00 AM,java-beginner,49,FCI,Mobility solutions for fast check in,6/20/2016 12:00:00 AM,9/15/2016 12:00:00 AM,47,0,870
1623,java-intermediate+java-beginner,6/20/2016 12:00:00 AM,java-beginner,586,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,201,0,870
1487,java-intermediate+java-beginner,6/1/2016 12:00:00 AM,java-beginner,81,ONB,Online banking,3/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,689,0,870
1313,java-intermediate+java-beginner,5/12/2016 12:00:00 AM,java-beginner,82,ONB,Online banking,3/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,691,0,870
2063,java-intermediate+java-beginner,5/2/2016 12:00:00 AM,java-intermediate,506,RCI,Real-time check in,7/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,505,0,855
1687,java-intermediate+java-beginner,6/1/2016 12:00:00 AM,java-beginner,83,ONB,Online banking,3/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,711,0,870
1323,java-intermediate+java-beginner,6/1/2016 12:00:00 AM,java-beginner,84,ONB,Online banking,3/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,716,0,870
1720,java-intermediate+java-beginner,5/27/2016 12:00:00 AM,java-intermediate,505,RCI,Real-time check in,7/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,504,0,880
1533,java-intermediate+java-beginner,5/20/2016 12:00:00 AM,java-beginner,86,ONB,Online banking,3/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,804,0,870
2199,java-beginner,2/15/2016 12:00:00 AM,java-beginner,712,SNE,S98,1/1/2017 12:00:00 AM,7/15/2017 12:00:00 AM,582,0,855
2324,java-beginner,3/11/2016 12:00:00 AM,java-beginner,9,ONB,Online banking,5/1/2016 12:00:00 AM,1/1/2017 12:00:00 AM,8,0,870
2919,java-beginner,4/8/2016 12:00:00 AM,java-beginner,10,ONB,Online banking,5/1/2016 12:00:00 AM,1/1/2017 12:00:00 AM,9,0,870
2298,java-beginner,4/29/2016 12:00:00 AM,java-beginner,11,ONB,Online banking,5/1/2016 12:00:00 AM,1/1/2017 12:00:00 AM,10,0,870
3927,java-beginner,4/29/2016 12:00:00 AM,java-beginner,692,SNE,S98,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,503,0,890
3374,java-beginner,4/30/2016 12:00:00 AM,java-beginner,198,FCI,Mobility solutions for fast check in,3/1/2017 12:00:00 AM,6/1/2017 12:00:00 AM,811,0,870
3939,java-beginner,5/13/2016 12:00:00 AM,java-beginner,806,OAN,Online analytics,9/30/2016 12:00:00 AM,3/3/2017 12:00:00 AM,508,0,890
2598,java-beginner,5/13/2016 12:00:00 AM,java-beginner,200,FCI,Mobility solutions for fast check in,3/1/2017 12:00:00 AM,6/1/2017 12:00:00 AM,815,0,870
3268,java-beginner,5/20/2016 12:00:00 AM,java-beginner,201,FCI,Mobility solutions for fast check in,3/1/2017 12:00:00 AM,6/1/2017 12:00:00 AM,816,0,870
3592,java-beginner,5/24/2016 12:00:00 AM,java-beginner,518,RCI,Real-time check in,11/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,523,0,890
2658,java-beginner,5/30/2016 12:00:00 AM,java-beginner,21,ONB,Online banking,7/1/2016 12:00:00 AM,11/30/2016 12:00:00 AM,65,0,870
3425,java-beginner,5/31/2016 12:00:00 AM,java-beginner,18,ONB,Online banking,7/1/2016 12:00:00 AM,11/30/2016 12:00:00 AM,51,0,870
2177,java-beginner,5/31/2016 12:00:00 AM,java-beginner,810,OAN,Online analytics,9/30/2016 12:00:00 AM,3/3/2017 12:00:00 AM,510,0,860
2334,java-beginner,6/1/2016 12:00:00 AM,java-beginner,52,ONB,Online banking,7/1/2016 12:00:00 AM,11/30/2016 12:00:00 AM,66,0,870
2877,java-beginner,6/1/2016 12:00:00 AM,java-beginner,53,ONB,Online banking,7/1/2016 12:00:00 AM,11/30/2016 12:00:00 AM,67,0,870
2409,java-beginner,6/1/2016 12:00:00 AM,java-beginner,579,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,87,0,870
3608,java-beginner,6/1/2016 12:00:00 AM,java-beginner,690,SNE,S98,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,502,0,890
3128,java-beginner,6/1/2016 12:00:00 AM,java-beginner,581,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,196,0,870
1927,java-beginner,6/3/2016 12:00:00 AM,java-beginner,523,RCI,Real-time check in,11/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,578,0,860
2342,java-beginner,6/3/2016 12:00:00 AM,java-beginner,582,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,197,0,870
2312,java-beginner,6/8/2016 12:00:00 AM,java-beginner,17,ONB,Online banking,7/1/2016 12:00:00 AM,11/30/2016 12:00:00 AM,48,0,870
2768,java-beginner,6/8/2016 12:00:00 AM,java-beginner,19,ONB,Online banking,7/1/2016 12:00:00 AM,11/30/2016 12:00:00 AM,52,0,870
3409,java-beginner,6/8/2016 12:00:00 AM,java-beginner,510,RCI,Real-time check in,7/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,83,0,855
2235,java-beginner,6/8/2016 12:00:00 AM,java-beginner,816,OAN,Online analytics,9/30/2016 12:00:00 AM,3/3/2017 12:00:00 AM,517,0,860
3364,java-beginner,6/8/2016 12:00:00 AM,java-beginner,44,FCI,Mobility solutions for fast check in,6/20/2016 12:00:00 AM,9/15/2016 12:00:00 AM,20,0,870
3661,java-beginner,6/20/2016 12:00:00 AM,java-beginner,503,RCI,Real-time check in,7/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,78,0,850
2653,java-beginner,6/20/2016 12:00:00 AM,java-beginner,20,ONB,Online banking,7/1/2016 12:00:00 AM,11/30/2016 12:00:00 AM,64,0,870
3326,java-beginner,6/20/2016 12:00:00 AM,java-beginner,687,SNE,S98,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,501,0,890
3002,java-beginner,6/20/2016 12:00:00 AM,.net-expert+ azure-expert,102,INF,Informatics,7/1/2016 12:00:00 AM,3/1/2017 12:00:00 AM,101,0,1000
2311,java-beginner,6/23/2016 12:00:00 AM,java-beginner,87,ONB,Online banking,3/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,805,0,870
3281,java-beginner,6/23/2016 12:00:00 AM,java-beginner,88,ONB,Online banking,3/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,806,0,870
2712,java-beginner,6/28/2016 12:00:00 AM,java-beginner,89,ONB,Online banking,3/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,809,0,870
3636,java-beginner,6/28/2016 12:00:00 AM,java-beginner,811,OAN,Online analytics,9/30/2016 12:00:00 AM,3/3/2017 12:00:00 AM,511,0,850
3142,java-beginner,6/28/2016 12:00:00 AM,java-beginner,805,OAN,Online analytics,9/30/2016 12:00:00 AM,3/3/2017 12:00:00 AM,507,0,890
3230,java-beginner,6/28/2016 12:00:00 AM,java-expert+ mongodb-expert,677,SNE,S98,7/15/2016 12:00:00 AM,8/31/2016 12:00:00 AM,107,0,1000
3631,java-beginner,6/28/2016 12:00:00 AM,java-beginner,513,RCI,Real-time check in,7/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,86,0,855
2756,java-beginner,10/30/2016 12:00:00 AM,java-expert+ mongodb-expert,678,SNE,S98,7/15/2016 12:00:00 AM,8/31/2016 12:00:00 AM,108,0,1000
3690,java-beginner,12/31/2016 12:00:00 AM,java-beginner,717,SNE,S98,1/1/2017 12:00:00 AM,7/15/2017 12:00:00 AM,583,0,890
2657,java-beginner,3/31/2017 12:00:00 AM,android-expert,8,ONB,Online banking,5/1/2016 12:00:00 AM,1/1/2017 12:00:00 AM,7,0,1000
3789,java-beginner,5/31/2017 12:00:00 AM,ios-intermediate,38,FCI,Mobility solutions for fast check in,6/1/2016 12:00:00 AM,9/30/2016 12:00:00 AM,37,0,1000
702,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,1/29/2016 12:00:00 AM,java-expert+ oracle-expert,1,ONB,Online banking,5/1/2016 12:00:00 AM,10/30/2016 12:00:00 AM,0,0,800
509,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,2/12/2016 12:00:00 AM,java-expert+ oracle-expert,29,ONB,Online banking,7/1/2016 12:00:00 AM,6/1/2017 12:00:00 AM,28,0,800
811,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,4/15/2016 12:00:00 AM,java-expert+ oracle-expert,465,FDP,Front desk payment resolution,9/1/2016 12:00:00 AM,12/31/2016 12:00:00 AM,467,0,850
173,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,4/30/2016 12:00:00 AM,java-expert+ oracle-expert,27,ONB,Online banking,7/1/2016 12:00:00 AM,11/30/2016 12:00:00 AM,26,0,800
325,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,5/10/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,379,FDP,Front desk payment resolution,6/15/2016 12:00:00 AM,7/31/2017 12:00:00 AM,297,0,895
223,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,5/13/2016 12:00:00 AM,java-expert+ oracle-expert,50,ONB,Online banking,7/1/2016 12:00:00 AM,6/1/2017 12:00:00 AM,49,0,800
726,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,5/13/2016 12:00:00 AM,java-expert+ oracle-expert,51,ONB,Online banking,7/1/2016 12:00:00 AM,6/1/2017 12:00:00 AM,50,0,800
288,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,5/13/2016 12:00:00 AM,java-expert+ oracle-expert,136,FLM,Flight maintenace,7/3/2016 12:00:00 AM,10/1/2016 12:00:00 AM,135,0,800
208,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,5/20/2016 12:00:00 AM,java-expert+ oracle-expert,467,FDP,Front desk payment resolution,12/15/2016 12:00:00 AM,7/31/2017 12:00:00 AM,527,0,850
786,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,6/1/2016 12:00:00 AM,java-expert+ oracle-expert,468,FDP,Front desk payment resolution,12/15/2016 12:00:00 AM,7/31/2017 12:00:00 AM,533,0,850
571,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,6/1/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,355,FDP,Front desk payment resolution,6/15/2016 12:00:00 AM,7/31/2017 12:00:00 AM,270,0,850
746,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,6/10/2016 12:00:00 AM,java-expert+ oracle-expert,30,ONB,Online banking,7/1/2016 12:00:00 AM,6/1/2017 12:00:00 AM,29,0,800
316,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,6/13/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,138,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,351,0,800
659,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,6/28/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,139,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,352,0,800
301,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,6/28/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,529,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,353,0,800
734,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,6/28/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,530,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,354,0,800
583,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,6/28/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,531,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,355,0,800
452,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,6/30/2016 12:00:00 AM,java-expert+ oracle-expert,528,FLM,Flight maintenace,7/3/2016 12:00:00 AM,10/1/2016 12:00:00 AM,464,0,800
665,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,6/30/2016 12:00:00 AM,java-expert+ oracle-expert,534,FLM,Flight maintenace,7/3/2016 12:00:00 AM,12/1/2016 12:00:00 AM,466,0,800
166,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,12/30/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,269,MRE,Mobile re-design,3/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,708,0,800
1888,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,12/13/2015 12:00:00 AM,java-intermediate+ oracle-intermediate,54,ONB,Online banking,9/1/2016 12:00:00 AM,6/1/2017 12:00:00 AM,544,0,800
1765,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,12/31/2015 12:00:00 AM,java-intermediate+ oracle-intermediate,726,SNE,S98,3/1/2017 12:00:00 AM,7/15/2017 12:00:00 AM,743,0,855
968,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,2/29/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,261,MRE,Mobile re-design,12/1/2016 12:00:00 AM,12/1/2017 12:00:00 AM,545,0,800
2253,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,2/29/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,297,FDP,Front desk payment resolution,6/15/2016 12:00:00 AM,7/31/2017 12:00:00 AM,137,0,880
1740,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,3/31/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,295,FDP,Front desk payment resolution,6/15/2016 12:00:00 AM,7/31/2017 12:00:00 AM,53,0,865
963,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,4/5/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,353,FDP,Front desk payment resolution,6/15/2016 12:00:00 AM,7/31/2017 12:00:00 AM,268,0,850
945,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,4/13/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,354,FDP,Front desk payment resolution,6/15/2016 12:00:00 AM,7/31/2017 12:00:00 AM,269,0,850
1745,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,4/15/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,2,ONB,Online banking,5/1/2016 12:00:00 AM,1/1/2017 12:00:00 AM,1,0,800
1003,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,4/16/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,271,MRE,Mobile re-design,3/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,723,0,870
845,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,4/22/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,4,ONB,Online banking,5/1/2016 12:00:00 AM,1/1/2017 12:00:00 AM,3,0,870
1590,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,4/29/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,3,ONB,Online banking,5/1/2016 12:00:00 AM,1/1/2017 12:00:00 AM,2,0,870
1523,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,4/30/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,5,ONB,Online banking,5/1/2016 12:00:00 AM,1/1/2017 12:00:00 AM,4,0,870
1039,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,5/2/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,298,FDP,Front desk payment resolution,6/15/2016 12:00:00 AM,7/31/2017 12:00:00 AM,138,0,880
987,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,5/3/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,541,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,530,0,870
1794,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,5/25/2016 12:00:00 AM,java-beginner+ oracle-beginner,590,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,381,0,870
1724,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,5/27/2016 12:00:00 AM,java-beginner+ oracle-beginner,591,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,382,0,870
859,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,5/31/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,352,FDP,Front desk payment resolution,6/15/2016 12:00:00 AM,7/31/2017 12:00:00 AM,261,0,850
1891,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,6/1/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,296,FDP,Front desk payment resolution,6/15/2016 12:00:00 AM,7/31/2017 12:00:00 AM,136,0,855
1879,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,6/1/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,536,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,356,0,870
856,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,6/3/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,537,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,377,0,870
2130,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,6/8/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,357,FDP,Front desk payment resolution,6/15/2016 12:00:00 AM,7/31/2017 12:00:00 AM,295,0,880
