1118,java-intermediate+java-beginner,6/1/2016 12:00:00 AM,.net-intermediate+ wpf-intermediate,794,EPF,EFPR,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,793,1000,1000
2131,java-intermediate+java-beginner,5/20/2016 12:00:00 AM,java-intermediate,815,OAN,Online analytics,9/30/2016 12:00:00 AM,3/3/2017 12:00:00 AM,814,855,869
967,java-intermediate+java-beginner,5/20/2016 12:00:00 AM,.net-intermediate+ wpf-intermediate,792,EPF,EFPR,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,791,1000,1000
1827,java-intermediate+java-beginner,4/22/2016 12:00:00 AM,java-expert+ mongodb-expert,783,SAN,SANA,10/1/2016 12:00:00 AM,4/1/2017 12:00:00 AM,782,1000,1000
1825,java-intermediate+java-beginner,5/20/2016 12:00:00 AM,java-intermediate,814,OAN,Online analytics,9/30/2016 12:00:00 AM,3/3/2017 12:00:00 AM,813,850,864
1572,java-intermediate+java-beginner,6/28/2016 12:00:00 AM,java-expert+ mongodb-expert,782,SAN,SANA,10/1/2016 12:00:00 AM,4/1/2017 12:00:00 AM,781,1000,1000
1116,java-intermediate+java-beginner,4/15/2016 12:00:00 AM,.net-intermediate+ wpf-intermediate,779,EPF,EFPR,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,778,1000,1000
1956,java-intermediate+java-beginner,6/17/2016 12:00:00 AM,java-intermediate,809,OAN,Online analytics,9/30/2016 12:00:00 AM,3/3/2017 12:00:00 AM,808,855,869
1537,java-intermediate+java-beginner,7/1/2016 12:00:00 AM,.net-intermediate+ wpf-intermediate,776,EPF,EFPR,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,775,1000,1000
1152,java-intermediate+java-beginner,4/8/2016 12:00:00 AM,.net-intermediate+ sharepoint-intermediate,36,UID,UI re-design,11/1/2016 12:00:00 AM,4/1/2017 12:00:00 AM,773,1000,1000
1623,java-intermediate+java-beginner,6/20/2016 12:00:00 AM,.net-intermediate+ wpf-intermediate,773,EPF,EFPR,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,772,1000,1000
1487,java-intermediate+java-beginner,6/1/2016 12:00:00 AM,.net-expert+ sharepoint-expert,770,EPF,EFPR,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,762,1000,1000
1313,java-intermediate+java-beginner,5/12/2016 12:00:00 AM,java-intermediate,750,OAN,Online analytics,9/30/2016 12:00:00 AM,3/3/2017 12:00:00 AM,749,850,864
2063,java-intermediate+java-beginner,5/2/2016 12:00:00 AM,java-intermediate,752,OAN,Online analytics,9/30/2016 12:00:00 AM,3/3/2017 12:00:00 AM,751,855,869
1687,java-intermediate+java-beginner,6/1/2016 12:00:00 AM,java-intermediate+ mongodb-intermediate,734,SNE,S98,3/1/2017 12:00:00 AM,7/15/2017 12:00:00 AM,733,1000,1000
1323,java-intermediate+java-beginner,6/1/2016 12:00:00 AM,java-intermediate,514,RCI,Real-time check in,11/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,513,850,862
1720,java-intermediate+java-beginner,5/27/2016 12:00:00 AM,java-intermediate,506,RCI,Real-time check in,7/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,505,890,902
1533,java-intermediate+java-beginner,5/20/2016 12:00:00 AM,java-intermediate,499,RCI,Real-time check in,7/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,498,850,862
2199,java-beginner,2/15/2016 12:00:00 AM,java-beginner,712,SNE,S98,1/1/2017 12:00:00 AM,7/15/2017 12:00:00 AM,582,855,875
2324,java-beginner,3/11/2016 12:00:00 AM,java-beginner,200,FCI,Mobility solutions for fast check in,3/1/2017 12:00:00 AM,6/1/2017 12:00:00 AM,815,870,888
2919,java-beginner,4/8/2016 12:00:00 AM,java-intermediate+ mongodb-intermediate,733,SNE,S98,3/1/2017 12:00:00 AM,7/15/2017 12:00:00 AM,732,1000,1000
2298,java-beginner,4/29/2016 12:00:00 AM,java-intermediate+ mongodb-intermediate,732,SNE,S98,3/1/2017 12:00:00 AM,7/15/2017 12:00:00 AM,731,1000,1000
3927,java-beginner,4/29/2016 12:00:00 AM,java-beginner,526,RCI,Real-time check in,11/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,581,890,902
3374,java-beginner,4/30/2016 12:00:00 AM,java-intermediate+ mongodb-intermediate,731,SNE,S98,3/1/2017 12:00:00 AM,7/15/2017 12:00:00 AM,730,1000,1000
3939,java-beginner,5/13/2016 12:00:00 AM,java-beginner,525,RCI,Real-time check in,11/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,580,890,902
2598,java-beginner,5/13/2016 12:00:00 AM,java-intermediate+ mongodb-intermediate,730,SNE,S98,3/1/2017 12:00:00 AM,7/15/2017 12:00:00 AM,729,1000,1000
3268,java-beginner,5/20/2016 12:00:00 AM,java-intermediate+ mongodb-intermediate,729,SNE,S98,3/1/2017 12:00:00 AM,7/15/2017 12:00:00 AM,728,1000,1000
3592,java-beginner,5/24/2016 12:00:00 AM,java-beginner,519,RCI,Real-time check in,11/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,524,895,907
2658,java-beginner,5/30/2016 12:00:00 AM,java-intermediate+ mongodb-intermediate,698,SNE,S98,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,697,1000,1000
3425,java-beginner,5/31/2016 12:00:00 AM,java-beginner+ mongodb-beginner,696,SNE,S98,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,695,1000,1000
2177,java-beginner,5/31/2016 12:00:00 AM,java-beginner,523,RCI,Real-time check in,11/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,578,860,872
2334,java-beginner,6/1/2016 12:00:00 AM,java-beginner+ mongodb-beginner,694,SNE,S98,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,693,1000,1000
2877,java-beginner,6/1/2016 12:00:00 AM,java-beginner+ mongodb-beginner,691,SNE,S98,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,690,1000,1000
2409,java-beginner,6/1/2016 12:00:00 AM,.net-expert+ sql server-expert,832,EPF,EFPR,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,600,1000,1000
3608,java-beginner,6/1/2016 12:00:00 AM,java-beginner,690,SNE,S98,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,502,890,910
3128,java-beginner,6/1/2016 12:00:00 AM,.net-expert+ sql server-expert,831,EPF,EFPR,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,599,1000,1000
1927,java-beginner,6/3/2016 12:00:00 AM,java-beginner,816,OAN,Online analytics,9/30/2016 12:00:00 AM,3/3/2017 12:00:00 AM,517,860,874
2342,java-beginner,6/3/2016 12:00:00 AM,.net-beginner+ wpf-beginner,599,MFR,Multi-facility reporting,1/1/2016 12:00:00 AM,2/10/2018 12:00:00 AM,598,1000,1000
2312,java-beginner,6/8/2016 12:00:00 AM,.net-beginner+ wpf-beginner,598,MFR,Multi-facility reporting,1/1/2016 12:00:00 AM,2/10/2018 12:00:00 AM,597,1000,1000
2768,java-beginner,6/8/2016 12:00:00 AM,java-beginner,79,ONB,Online banking,3/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,585,870,898
3409,java-beginner,6/8/2016 12:00:00 AM,java-beginner,524,RCI,Real-time check in,11/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,579,850,862
2235,java-beginner,6/8/2016 12:00:00 AM,java-beginner,810,OAN,Online analytics,9/30/2016 12:00:00 AM,3/3/2017 12:00:00 AM,510,860,874
3364,java-beginner,6/8/2016 12:00:00 AM,java-beginner,78,ONB,Online banking,3/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,584,870,898
3661,java-beginner,6/20/2016 12:00:00 AM,java-beginner,520,RCI,Real-time check in,11/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,525,855,867
2653,java-beginner,6/20/2016 12:00:00 AM,java-beginner,81,ONB,Online banking,3/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,689,870,898
3326,java-beginner,6/20/2016 12:00:00 AM,java-beginner,687,SNE,S98,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,501,890,910
3002,java-beginner,6/20/2016 12:00:00 AM,java-beginner,80,ONB,Online banking,3/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,686,870,898
2311,java-beginner,6/23/2016 12:00:00 AM,java-beginner,818,OAN,Online analytics,9/30/2016 12:00:00 AM,3/3/2017 12:00:00 AM,519,900,914
3281,java-beginner,6/23/2016 12:00:00 AM,java-beginner,812,OAN,Online analytics,9/30/2016 12:00:00 AM,3/3/2017 12:00:00 AM,512,900,914
2712,java-beginner,6/28/2016 12:00:00 AM,java-beginner,692,SNE,S98,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,503,900,920
3636,java-beginner,6/28/2016 12:00:00 AM,java-beginner,817,OAN,Online analytics,9/30/2016 12:00:00 AM,3/3/2017 12:00:00 AM,518,850,864
3142,java-beginner,6/28/2016 12:00:00 AM,java-beginner,813,OAN,Online analytics,9/30/2016 12:00:00 AM,3/3/2017 12:00:00 AM,516,895,909
3230,java-beginner,6/28/2016 12:00:00 AM,.net-beginner+ wpf-beginner,481,SEE,Secure entry,6/20/2016 12:00:00 AM,11/30/2016 12:00:00 AM,480,1000,1000
3631,java-beginner,6/28/2016 12:00:00 AM,java-beginner,811,OAN,Online analytics,9/30/2016 12:00:00 AM,3/3/2017 12:00:00 AM,511,850,864
2756,java-beginner,10/30/2016 12:00:00 AM,java-beginner,201,FCI,Mobility solutions for fast check in,3/1/2017 12:00:00 AM,6/1/2017 12:00:00 AM,816,870,888
3690,java-beginner,12/31/2016 12:00:00 AM,java-beginner,717,SNE,S98,1/1/2017 12:00:00 AM,7/15/2017 12:00:00 AM,583,890,910
2657,java-beginner,3/31/2017 12:00:00 AM,.net-beginner+ wpf-beginner,480,SEE,Secure entry,6/20/2016 12:00:00 AM,11/30/2016 12:00:00 AM,479,1000,1000
3789,java-beginner,5/31/2017 12:00:00 AM,.net-intermediate+ sharepoint-beginner,833,EPF,EFPR,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,426,1000,1000
702,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,1/29/2016 12:00:00 AM,java-expert+ oracle-expert,467,FDP,Front desk payment resolution,12/15/2016 12:00:00 AM,7/31/2017 12:00:00 AM,527,850,872
509,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,2/12/2016 12:00:00 AM,java-expert+ oracle-expert,465,FDP,Front desk payment resolution,9/1/2016 12:00:00 AM,12/31/2016 12:00:00 AM,467,850,860
811,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,4/15/2016 12:00:00 AM,java-expert+ oracle-expert,534,FLM,Flight maintenace,7/3/2016 12:00:00 AM,12/1/2016 12:00:00 AM,466,800,808
173,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,4/30/2016 12:00:00 AM,java-expert+ oracle-expert,1,ONB,Online banking,5/1/2016 12:00:00 AM,10/30/2016 12:00:00 AM,0,800,806
325,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,5/10/2016 12:00:00 AM,java-expert+ oracle-expert,528,FLM,Flight maintenace,7/3/2016 12:00:00 AM,10/1/2016 12:00:00 AM,464,800,804
223,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,5/13/2016 12:00:00 AM,.net-expert+ wpf-expert,764,EPF,EFPR,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,371,1000,1000
726,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,5/13/2016 12:00:00 AM,.net-expert+ wpf-expert,152,MFR,Multi-facility reporting,7/10/2016 12:00:00 AM,2/10/2018 12:00:00 AM,369,1000,1000
288,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,5/13/2016 12:00:00 AM,.net-beginner+ sharepoint-beginner,343,WMS,WMS,7/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,342,1000,1000
208,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,5/20/2016 12:00:00 AM,.net-intermediate+ sharepoint-intermediate,780,EPF,EFPR,8/1/2016 12:00:00 AM,12/31/2016 12:00:00 AM,328,1000,1000
786,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,6/1/2016 12:00:00 AM,java-expert,103,FCI,Mobility solutions for fast check in,7/20/2016 12:00:00 AM,12/31/2016 12:00:00 AM,274,800,810
571,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,6/1/2016 12:00:00 AM,java-expert,535,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,267,800,834
746,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,6/10/2016 12:00:00 AM,java-expert+ oracle-expert,136,FLM,Flight maintenace,7/3/2016 12:00:00 AM,10/1/2016 12:00:00 AM,135,800,804
316,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,6/13/2016 12:00:00 AM,java-expert+ oracle-expert,51,ONB,Online banking,7/1/2016 12:00:00 AM,6/1/2017 12:00:00 AM,50,800,818
659,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,6/28/2016 12:00:00 AM,java-expert+ oracle-expert,50,ONB,Online banking,7/1/2016 12:00:00 AM,6/1/2017 12:00:00 AM,49,800,818
301,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,6/28/2016 12:00:00 AM,java-expert+ oracle-expert,30,ONB,Online banking,7/1/2016 12:00:00 AM,6/1/2017 12:00:00 AM,29,800,818
734,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,6/28/2016 12:00:00 AM,java-expert+ oracle-expert,29,ONB,Online banking,7/1/2016 12:00:00 AM,6/1/2017 12:00:00 AM,28,800,818
583,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,6/28/2016 12:00:00 AM,java-expert+ oracle-expert,28,ONB,Online banking,7/1/2016 12:00:00 AM,6/1/2017 12:00:00 AM,27,800,818
452,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,6/30/2016 12:00:00 AM,java-expert+ oracle-expert,27,ONB,Online banking,7/1/2016 12:00:00 AM,11/30/2016 12:00:00 AM,26,800,808
665,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,6/30/2016 12:00:00 AM,android-expert,7,ONB,Online banking,5/1/2016 12:00:00 AM,1/1/2017 12:00:00 AM,6,1000,1000
166,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,12/30/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,270,MRE,Mobile re-design,3/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,722,870,898
1888,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,12/13/2015 12:00:00 AM,.net-intermediate+ sharepoint-intermediate,777,EPF,EFPR,8/1/2016 12:00:00 AM,12/31/2016 12:00:00 AM,327,1000,1000
1765,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,12/31/2015 12:00:00 AM,java-intermediate+ oracle-intermediate,379,FDP,Front desk payment resolution,6/15/2016 12:00:00 AM,7/31/2017 12:00:00 AM,297,855,877
968,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,2/29/2016 12:00:00 AM,java-intermediate,274,MRE,Mobile re-design,3/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,273,870,898
2253,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,2/29/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,295,FDP,Front desk payment resolution,6/15/2016 12:00:00 AM,7/31/2017 12:00:00 AM,53,880,902
1740,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,3/31/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,378,FDP,Front desk payment resolution,6/15/2016 12:00:00 AM,7/31/2017 12:00:00 AM,296,865,887
963,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,4/5/2016 12:00:00 AM,java-intermediate,273,MRE,Mobile re-design,3/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,272,870,898
945,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,4/13/2016 12:00:00 AM,java-intermediate,272,MRE,Mobile re-design,3/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,271,870,898
1745,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,4/15/2016 12:00:00 AM,java-intermediate,264,MRE,Mobile re-design,12/1/2016 12:00:00 AM,12/1/2017 12:00:00 AM,263,870,898
1003,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,4/16/2016 12:00:00 AM,java-intermediate,263,MRE,Mobile re-design,12/1/2016 12:00:00 AM,12/1/2017 12:00:00 AM,262,870,898
845,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,4/22/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,6,ONB,Online banking,5/1/2016 12:00:00 AM,1/1/2017 12:00:00 AM,5,870,880
1590,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,4/29/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,5,ONB,Online banking,5/1/2016 12:00:00 AM,1/1/2017 12:00:00 AM,4,870,880
1523,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,4/30/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,4,ONB,Online banking,5/1/2016 12:00:00 AM,1/1/2017 12:00:00 AM,3,870,880
1039,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,5/2/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,357,FDP,Front desk payment resolution,6/15/2016 12:00:00 AM,7/31/2017 12:00:00 AM,295,880,902
987,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,5/3/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,547,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,540,870,904
1794,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,5/25/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,546,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,539,870,904
1724,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,5/27/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,545,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,538,870,904
859,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,5/31/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,544,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,537,870,904
1891,java-intermediate+ oracle-intermediate+java-beginner+ oracle-beginner,6/1/2016 12:00:00 AM,java-intermediate+ oracle-intermediate,299,FDP,Front desk payment resolution,6/15/2016 12:00:00 AM,7/31/2017 12:00:00 AM,260,855,877
